,Price,Open,High,Low
2015-09-02,228.5260009765625,228.0269927978516,230.57699584960935,226.4750061035156
2015-09-03,228.1360015869141,229.32400512695312,229.60499572753903,226.66700744628903
2015-09-04,228.9754943847656,227.21499633789065,230.8999938964844,227.05099487304688
2015-09-05,232.79299926757807,230.19900512695312,236.14300537109372,229.4429931640625
2015-09-06,238.796501159668,234.8699951171875,242.91200256347656,234.68099975585935
2015-09-07,240.41400146484372,239.9340057373047,242.1060028076172,238.7220001220703
2015-09-08,242.72949981689453,239.8459930419922,245.781005859375,239.6779937744141
2015-09-09,241.11849975585935,243.4149932861328,244.4160003662109,237.8209991455078
2015-09-10,238.54199981689453,238.33599853515625,241.29299926757807,235.7910003662109
2015-09-11,239.7490005493164,238.32899475097656,241.16900634765625,238.32899475097656
2015-09-12,237.43899536132807,239.85499572753903,240.12399291992188,234.7539978027344
2015-09-13,232.6334991455078,235.24200439453125,235.93499755859372,229.33200073242188
2015-09-14,230.20050048828125,230.60899353027344,232.44000244140625,227.96099853515625
2015-09-15,244.5020065307617,230.49200439453125,259.1820068359375,229.82200622558597
2015-09-16,229.3084945678711,230.25,231.21499633789065,227.4019927978516
2015-09-17,229.60549926757807,229.0760040283203,230.28500366210935,228.92599487304688
2015-09-18,233.2689971923828,233.52099609375,234.35299682617188,232.18499755859372
2015-09-19,232.14700317382807,232.8580017089844,233.2050018310547,231.0890045166016
2015-09-20,231.63750457763672,231.3990020751953,232.3650054931641,230.91000366210935
2015-09-21,228.8689956665039,231.2169952392578,231.2169952392578,226.52099609375
2015-09-22,228.75150299072263,226.968994140625,232.3860015869141,225.11700439453125
2015-09-23,230.713005065918,230.93600463867188,231.8350067138672,229.59100341796875
2015-09-24,232.9720001220703,230.3580017089844,235.6490020751953,230.2949981689453
2015-09-25,235.55550384521484,234.36199951171875,237.427001953125,233.6840057373047
2015-09-26,234.38050079345703,235.0760040283203,235.4029998779297,233.3580017089844
2015-09-27,233.5009994506836,234.13900756835935,234.5260009765625,232.4759979248047
2015-09-28,235.9029998779297,232.83599853515625,239.3390045166016,232.4669952392578
2015-09-29,237.86499786376956,239.01600646972656,239.802001953125,235.9279937744141
2015-09-30,236.6814956665039,236.63999938964844,237.73399353027344,235.6289978027344
